Scenario,process_time_call_ambulance,process_time_ambulance_response,process_ambulance_on_scene_duration,process_msu_dispatch,process_msu_thrombolysis,process_msu_on_scene_post_thrombolysis,process_time_arrival_to_needle,transfer_time_delay,process_time_arrival_to_puncture,process_time_transfer_arrival_to_puncture,process_time_msu_arrival_to_puncture
24810,0,45,40,15,30,30,30,30,60,60,30
24811,0,45,40,15,30,30,30,30,60,60,45
24812,0,45,40,15,30,30,30,30,60,60,60
24813,0,45,40,15,30,30,30,60,30,30,30
24814,0,45,40,15,30,30,30,60,30,30,45
24815,0,45,40,15,30,30,30,60,30,30,60
24816,0,45,40,15,30,30,30,60,30,45,30
24817,0,45,40,15,30,30,30,60,30,45,45
24818,0,45,40,15,30,30,30,60,30,45,60
24819,0,45,40,15,30,30,30,60,30,60,30
24820,0,45,40,15,30,30,30,60,30,60,45
24821,0,45,40,15,30,30,30,60,30,60,60
24822,0,45,40,15,30,30,30,60,45,30,30
24823,0,45,40,15,30,30,30,60,45,30,45
24824,0,45,40,15,30,30,30,60,45,30,60
24825,0,45,40,15,30,30,30,60,45,45,30
24826,0,45,40,15,30,30,30,60,45,45,45
24827,0,45,40,15,30,30,30,60,45,45,60
24828,0,45,40,15,30,30,30,60,45,60,30
24829,0,45,40,15,30,30,30,60,45,60,45
24830,0,45,40,15,30,30,30,60,45,60,60
24831,0,45,40,15,30,30,30,60,60,30,30
24832,0,45,40,15,30,30,30,60,60,30,45
24833,0,45,40,15,30,30,30,60,60,30,60
24834,0,45,40,15,30,30,30,60,60,45,30
24835,0,45,40,15,30,30,30,60,60,45,45
24836,0,45,40,15,30,30,30,60,60,45,60
24837,0,45,40,15,30,30,30,60,60,60,30
24838,0,45,40,15,30,30,30,60,60,60,45
24839,0,45,40,15,30,30,30,60,60,60,60
24840,0,45,40,15,30,30,30,90,30,30,30
24841,0,45,40,15,30,30,30,90,30,30,45
24842,0,45,40,15,30,30,30,90,30,30,60
24843,0,45,40,15,30,30,30,90,30,45,30
24844,0,45,40,15,30,30,30,90,30,45,45
24845,0,45,40,15,30,30,30,90,30,45,60
24846,0,45,40,15,30,30,30,90,30,60,30
24847,0,45,40,15,30,30,30,90,30,60,45
24848,0,45,40,15,30,30,30,90,30,60,60
24849,0,45,40,15,30,30,30,90,45,30,30
24850,0,45,40,15,30,30,30,90,45,30,45
24851,0,45,40,15,30,30,30,90,45,30,60
24852,0,45,40,15,30,30,30,90,45,45,30
24853,0,45,40,15,30,30,30,90,45,45,45
24854,0,45,40,15,30,30,30,90,45,45,60
24855,0,45,40,15,30,30,30,90,45,60,30
24856,0,45,40,15,30,30,30,90,45,60,45
24857,0,45,40,15,30,30,30,90,45,60,60
24858,0,45,40,15,30,30,30,90,60,30,30
24859,0,45,40,15,30,30,30,90,60,30,45
24860,0,45,40,15,30,30,30,90,60,30,60
24861,0,45,40,15,30,30,30,90,60,45,30
24862,0,45,40,15,30,30,30,90,60,45,45
24863,0,45,40,15,30,30,30,90,60,45,60
24864,0,45,40,15,30,30,30,90,60,60,30
24865,0,45,40,15,30,30,30,90,60,60,45
24866,0,45,40,15,30,30,30,90,60,60,60
24867,0,45,40,15,30,30,45,30,30,30,30
24868,0,45,40,15,30,30,45,30,30,30,45
24869,0,45,40,15,30,30,45,30,30,30,60
24870,0,45,40,15,30,30,45,30,30,45,30
24871,0,45,40,15,30,30,45,30,30,45,45
24872,0,45,40,15,30,30,45,30,30,45,60
24873,0,45,40,15,30,30,45,30,30,60,30
24874,0,45,40,15,30,30,45,30,30,60,45
24875,0,45,40,15,30,30,45,30,30,60,60
24876,0,45,40,15,30,30,45,30,45,30,30
24877,0,45,40,15,30,30,45,30,45,30,45
24878,0,45,40,15,30,30,45,30,45,30,60
24879,0,45,40,15,30,30,45,30,45,45,30
24880,0,45,40,15,30,30,45,30,45,45,45
24881,0,45,40,15,30,30,45,30,45,45,60
24882,0,45,40,15,30,30,45,30,45,60,30
24883,0,45,40,15,30,30,45,30,45,60,45
24884,0,45,40,15,30,30,45,30,45,60,60
24885,0,45,40,15,30,30,45,30,60,30,30
24886,0,45,40,15,30,30,45,30,60,30,45
24887,0,45,40,15,30,30,45,30,60,30,60
24888,0,45,40,15,30,30,45,30,60,45,30
24889,0,45,40,15,30,30,45,30,60,45,45
24890,0,45,40,15,30,30,45,30,60,45,60
24891,0,45,40,15,30,30,45,30,60,60,30
24892,0,45,40,15,30,30,45,30,60,60,45
24893,0,45,40,15,30,30,45,30,60,60,60
24894,0,45,40,15,30,30,45,60,30,30,30
24895,0,45,40,15,30,30,45,60,30,30,45
24896,0,45,40,15,30,30,45,60,30,30,60
24897,0,45,40,15,30,30,45,60,30,45,30
24898,0,45,40,15,30,30,45,60,30,45,45
24899,0,45,40,15,30,30,45,60,30,45,60
24900,0,45,40,15,30,30,45,60,30,60,30
24901,0,45,40,15,30,30,45,60,30,60,45
24902,0,45,40,15,30,30,45,60,30,60,60
24903,0,45,40,15,30,30,45,60,45,30,30
24904,0,45,40,15,30,30,45,60,45,30,45
24905,0,45,40,15,30,30,45,60,45,30,60
24906,0,45,40,15,30,30,45,60,45,45,30
24907,0,45,40,15,30,30,45,60,45,45,45
24908,0,45,40,15,30,30,45,60,45,45,60
24909,0,45,40,15,30,30,45,60,45,60,30
24910,0,45,40,15,30,30,45,60,45,60,45
24911,0,45,40,15,30,30,45,60,45,60,60
24912,0,45,40,15,30,30,45,60,60,30,30
24913,0,45,40,15,30,30,45,60,60,30,45
24914,0,45,40,15,30,30,45,60,60,30,60
24915,0,45,40,15,30,30,45,60,60,45,30
24916,0,45,40,15,30,30,45,60,60,45,45
24917,0,45,40,15,30,30,45,60,60,45,60
24918,0,45,40,15,30,30,45,60,60,60,30
24919,0,45,40,15,30,30,45,60,60,60,45
24920,0,45,40,15,30,30,45,60,60,60,60
24921,0,45,40,15,30,30,45,90,30,30,30
24922,0,45,40,15,30,30,45,90,30,30,45
24923,0,45,40,15,30,30,45,90,30,30,60
24924,0,45,40,15,30,30,45,90,30,45,30
24925,0,45,40,15,30,30,45,90,30,45,45
24926,0,45,40,15,30,30,45,90,30,45,60
24927,0,45,40,15,30,30,45,90,30,60,30
24928,0,45,40,15,30,30,45,90,30,60,45
24929,0,45,40,15,30,30,45,90,30,60,60
24930,0,45,40,15,30,30,45,90,45,30,30
24931,0,45,40,15,30,30,45,90,45,30,45
24932,0,45,40,15,30,30,45,90,45,30,60
24933,0,45,40,15,30,30,45,90,45,45,30
24934,0,45,40,15,30,30,45,90,45,45,45
24935,0,45,40,15,30,30,45,90,45,45,60
24936,0,45,40,15,30,30,45,90,45,60,30
24937,0,45,40,15,30,30,45,90,45,60,45
24938,0,45,40,15,30,30,45,90,45,60,60
24939,0,45,40,15,30,30,45,90,60,30,30
24940,0,45,40,15,30,30,45,90,60,30,45
24941,0,45,40,15,30,30,45,90,60,30,60
24942,0,45,40,15,30,30,45,90,60,45,30
24943,0,45,40,15,30,30,45,90,60,45,45
24944,0,45,40,15,30,30,45,90,60,45,60
24945,0,45,40,15,30,30,45,90,60,60,30
24946,0,45,40,15,30,30,45,90,60,60,45
24947,0,45,40,15,30,30,45,90,60,60,60
24948,0,45,40,15,45,15,30,30,30,30,30
24949,0,45,40,15,45,15,30,30,30,30,45
24950,0,45,40,15,45,15,30,30,30,30,60
24951,0,45,40,15,45,15,30,30,30,45,30
24952,0,45,40,15,45,15,30,30,30,45,45
24953,0,45,40,15,45,15,30,30,30,45,60
24954,0,45,40,15,45,15,30,30,30,60,30
24955,0,45,40,15,45,15,30,30,30,60,45
24956,0,45,40,15,45,15,30,30,30,60,60
24957,0,45,40,15,45,15,30,30,45,30,30
24958,0,45,40,15,45,15,30,30,45,30,45
24959,0,45,40,15,45,15,30,30,45,30,60
24960,0,45,40,15,45,15,30,30,45,45,30
24961,0,45,40,15,45,15,30,30,45,45,45
24962,0,45,40,15,45,15,30,30,45,45,60
24963,0,45,40,15,45,15,30,30,45,60,30
24964,0,45,40,15,45,15,30,30,45,60,45
24965,0,45,40,15,45,15,30,30,45,60,60
24966,0,45,40,15,45,15,30,30,60,30,30
24967,0,45,40,15,45,15,30,30,60,30,45
24968,0,45,40,15,45,15,30,30,60,30,60
24969,0,45,40,15,45,15,30,30,60,45,30
24970,0,45,40,15,45,15,30,30,60,45,45
24971,0,45,40,15,45,15,30,30,60,45,60
24972,0,45,40,15,45,15,30,30,60,60,30
24973,0,45,40,15,45,15,30,30,60,60,45
24974,0,45,40,15,45,15,30,30,60,60,60
24975,0,45,40,15,45,15,30,60,30,30,30
24976,0,45,40,15,45,15,30,60,30,30,45
24977,0,45,40,15,45,15,30,60,30,30,60
24978,0,45,40,15,45,15,30,60,30,45,30
24979,0,45,40,15,45,15,30,60,30,45,45
24980,0,45,40,15,45,15,30,60,30,45,60
24981,0,45,40,15,45,15,30,60,30,60,30
24982,0,45,40,15,45,15,30,60,30,60,45
24983,0,45,40,15,45,15,30,60,30,60,60
24984,0,45,40,15,45,15,30,60,45,30,30
24985,0,45,40,15,45,15,30,60,45,30,45
24986,0,45,40,15,45,15,30,60,45,30,60
24987,0,45,40,15,45,15,30,60,45,45,30
24988,0,45,40,15,45,15,30,60,45,45,45
24989,0,45,40,15,45,15,30,60,45,45,60
24990,0,45,40,15,45,15,30,60,45,60,30
24991,0,45,40,15,45,15,30,60,45,60,45
24992,0,45,40,15,45,15,30,60,45,60,60
24993,0,45,40,15,45,15,30,60,60,30,30
24994,0,45,40,15,45,15,30,60,60,30,45
24995,0,45,40,15,45,15,30,60,60,30,60
24996,0,45,40,15,45,15,30,60,60,45,30
24997,0,45,40,15,45,15,30,60,60,45,45
24998,0,45,40,15,45,15,30,60,60,45,60
24999,0,45,40,15,45,15,30,60,60,60,30
25000,0,45,40,15,45,15,30,60,60,60,45
25001,0,45,40,15,45,15,30,60,60,60,60
25002,0,45,40,15,45,15,30,90,30,30,30
25003,0,45,40,15,45,15,30,90,30,30,45
25004,0,45,40,15,45,15,30,90,30,30,60
25005,0,45,40,15,45,15,30,90,30,45,30
25006,0,45,40,15,45,15,30,90,30,45,45
25007,0,45,40,15,45,15,30,90,30,45,60
25008,0,45,40,15,45,15,30,90,30,60,30
25009,0,45,40,15,45,15,30,90,30,60,45
25010,0,45,40,15,45,15,30,90,30,60,60
25011,0,45,40,15,45,15,30,90,45,30,30
25012,0,45,40,15,45,15,30,90,45,30,45
25013,0,45,40,15,45,15,30,90,45,30,60
25014,0,45,40,15,45,15,30,90,45,45,30
25015,0,45,40,15,45,15,30,90,45,45,45
25016,0,45,40,15,45,15,30,90,45,45,60
25017,0,45,40,15,45,15,30,90,45,60,30
25018,0,45,40,15,45,15,30,90,45,60,45
25019,0,45,40,15,45,15,30,90,45,60,60
25020,0,45,40,15,45,15,30,90,60,30,30
25021,0,45,40,15,45,15,30,90,60,30,45
25022,0,45,40,15,45,15,30,90,60,30,60
25023,0,45,40,15,45,15,30,90,60,45,30
25024,0,45,40,15,45,15,30,90,60,45,45
25025,0,45,40,15,45,15,30,90,60,45,60
25026,0,45,40,15,45,15,30,90,60,60,30
25027,0,45,40,15,45,15,30,90,60,60,45
25028,0,45,40,15,45,15,30,90,60,60,60
25029,0,45,40,15,45,15,45,30,30,30,30
25030,0,45,40,15,45,15,45,30,30,30,45
25031,0,45,40,15,45,15,45,30,30,30,60
25032,0,45,40,15,45,15,45,30,30,45,30
25033,0,45,40,15,45,15,45,30,30,45,45
25034,0,45,40,15,45,15,45,30,30,45,60
25035,0,45,40,15,45,15,45,30,30,60,30
25036,0,45,40,15,45,15,45,30,30,60,45
25037,0,45,40,15,45,15,45,30,30,60,60
25038,0,45,40,15,45,15,45,30,45,30,30
25039,0,45,40,15,45,15,45,30,45,30,45
25040,0,45,40,15,45,15,45,30,45,30,60
25041,0,45,40,15,45,15,45,30,45,45,30
25042,0,45,40,15,45,15,45,30,45,45,45
25043,0,45,40,15,45,15,45,30,45,45,60
25044,0,45,40,15,45,15,45,30,45,60,30
25045,0,45,40,15,45,15,45,30,45,60,45
25046,0,45,40,15,45,15,45,30,45,60,60
25047,0,45,40,15,45,15,45,30,60,30,30
25048,0,45,40,15,45,15,45,30,60,30,45
25049,0,45,40,15,45,15,45,30,60,30,60
25050,0,45,40,15,45,15,45,30,60,45,30
25051,0,45,40,15,45,15,45,30,60,45,45
25052,0,45,40,15,45,15,45,30,60,45,60
25053,0,45,40,15,45,15,45,30,60,60,30
25054,0,45,40,15,45,15,45,30,60,60,45
25055,0,45,40,15,45,15,45,30,60,60,60
25056,0,45,40,15,45,15,45,60,30,30,30
25057,0,45,40,15,45,15,45,60,30,30,45
25058,0,45,40,15,45,15,45,60,30,30,60
25059,0,45,40,15,45,15,45,60,30,45,30
25060,0,45,40,15,45,15,45,60,30,45,45
25061,0,45,40,15,45,15,45,60,30,45,60
25062,0,45,40,15,45,15,45,60,30,60,30
25063,0,45,40,15,45,15,45,60,30,60,45
25064,0,45,40,15,45,15,45,60,30,60,60
25065,0,45,40,15,45,15,45,60,45,30,30
25066,0,45,40,15,45,15,45,60,45,30,45
25067,0,45,40,15,45,15,45,60,45,30,60
25068,0,45,40,15,45,15,45,60,45,45,30
25069,0,45,40,15,45,15,45,60,45,45,45
25070,0,45,40,15,45,15,45,60,45,45,60
25071,0,45,40,15,45,15,45,60,45,60,30
25072,0,45,40,15,45,15,45,60,45,60,45
25073,0,45,40,15,45,15,45,60,45,60,60
25074,0,45,40,15,45,15,45,60,60,30,30
25075,0,45,40,15,45,15,45,60,60,30,45
25076,0,45,40,15,45,15,45,60,60,30,60
25077,0,45,40,15,45,15,45,60,60,45,30
25078,0,45,40,15,45,15,45,60,60,45,45
25079,0,45,40,15,45,15,45,60,60,45,60
25080,0,45,40,15,45,15,45,60,60,60,30
25081,0,45,40,15,45,15,45,60,60,60,45
25082,0,45,40,15,45,15,45,60,60,60,60
25083,0,45,40,15,45,15,45,90,30,30,30
25084,0,45,40,15,45,15,45,90,30,30,45
25085,0,45,40,15,45,15,45,90,30,30,60
25086,0,45,40,15,45,15,45,90,30,45,30
25087,0,45,40,15,45,15,45,90,30,45,45
25088,0,45,40,15,45,15,45,90,30,45,60
25089,0,45,40,15,45,15,45,90,30,60,30
25090,0,45,40,15,45,15,45,90,30,60,45
25091,0,45,40,15,45,15,45,90,30,60,60
25092,0,45,40,15,45,15,45,90,45,30,30
25093,0,45,40,15,45,15,45,90,45,30,45
25094,0,45,40,15,45,15,45,90,45,30,60
25095,0,45,40,15,45,15,45,90,45,45,30
25096,0,45,40,15,45,15,45,90,45,45,45
25097,0,45,40,15,45,15,45,90,45,45,60
25098,0,45,40,15,45,15,45,90,45,60,30
25099,0,45,40,15,45,15,45,90,45,60,45
25100,0,45,40,15,45,15,45,90,45,60,60
25101,0,45,40,15,45,15,45,90,60,30,30
25102,0,45,40,15,45,15,45,90,60,30,45
25103,0,45,40,15,45,15,45,90,60,30,60
25104,0,45,40,15,45,15,45,90,60,45,30
25105,0,45,40,15,45,15,45,90,60,45,45
25106,0,45,40,15,45,15,45,90,60,45,60
25107,0,45,40,15,45,15,45,90,60,60,30
25108,0,45,40,15,45,15,45,90,60,60,45
25109,0,45,40,15,45,15,45,90,60,60,60
25110,0,45,40,15,45,30,30,30,30,30,30
25111,0,45,40,15,45,30,30,30,30,30,45
25112,0,45,40,15,45,30,30,30,30,30,60
25113,0,45,40,15,45,30,30,30,30,45,30
25114,0,45,40,15,45,30,30,30,30,45,45
25115,0,45,40,15,45,30,30,30,30,45,60
25116,0,45,40,15,45,30,30,30,30,60,30
25117,0,45,40,15,45,30,30,30,30,60,45
25118,0,45,40,15,45,30,30,30,30,60,60
25119,0,45,40,15,45,30,30,30,45,30,30
25120,0,45,40,15,45,30,30,30,45,30,45
25121,0,45,40,15,45,30,30,30,45,30,60
25122,0,45,40,15,45,30,30,30,45,45,30
25123,0,45,40,15,45,30,30,30,45,45,45
25124,0,45,40,15,45,30,30,30,45,45,60
25125,0,45,40,15,45,30,30,30,45,60,30
25126,0,45,40,15,45,30,30,30,45,60,45
25127,0,45,40,15,45,30,30,30,45,60,60
25128,0,45,40,15,45,30,30,30,60,30,30
25129,0,45,40,15,45,30,30,30,60,30,45
25130,0,45,40,15,45,30,30,30,60,30,60
25131,0,45,40,15,45,30,30,30,60,45,30
25132,0,45,40,15,45,30,30,30,60,45,45
25133,0,45,40,15,45,30,30,30,60,45,60
25134,0,45,40,15,45,30,30,30,60,60,30
25135,0,45,40,15,45,30,30,30,60,60,45
25136,0,45,40,15,45,30,30,30,60,60,60
25137,0,45,40,15,45,30,30,60,30,30,30
25138,0,45,40,15,45,30,30,60,30,30,45
25139,0,45,40,15,45,30,30,60,30,30,60
25140,0,45,40,15,45,30,30,60,30,45,30
25141,0,45,40,15,45,30,30,60,30,45,45
25142,0,45,40,15,45,30,30,60,30,45,60
25143,0,45,40,15,45,30,30,60,30,60,30
25144,0,45,40,15,45,30,30,60,30,60,45
25145,0,45,40,15,45,30,30,60,30,60,60
25146,0,45,40,15,45,30,30,60,45,30,30
25147,0,45,40,15,45,30,30,60,45,30,45
25148,0,45,40,15,45,30,30,60,45,30,60
25149,0,45,40,15,45,30,30,60,45,45,30
25150,0,45,40,15,45,30,30,60,45,45,45
25151,0,45,40,15,45,30,30,60,45,45,60
25152,0,45,40,15,45,30,30,60,45,60,30
25153,0,45,40,15,45,30,30,60,45,60,45
25154,0,45,40,15,45,30,30,60,45,60,60
25155,0,45,40,15,45,30,30,60,60,30,30
25156,0,45,40,15,45,30,30,60,60,30,45
25157,0,45,40,15,45,30,30,60,60,30,60
25158,0,45,40,15,45,30,30,60,60,45,30
25159,0,45,40,15,45,30,30,60,60,45,45
25160,0,45,40,15,45,30,30,60,60,45,60
25161,0,45,40,15,45,30,30,60,60,60,30
25162,0,45,40,15,45,30,30,60,60,60,45
25163,0,45,40,15,45,30,30,60,60,60,60
25164,0,45,40,15,45,30,30,90,30,30,30
25165,0,45,40,15,45,30,30,90,30,30,45
25166,0,45,40,15,45,30,30,90,30,30,60
25167,0,45,40,15,45,30,30,90,30,45,30
25168,0,45,40,15,45,30,30,90,30,45,45
25169,0,45,40,15,45,30,30,90,30,45,60
25170,0,45,40,15,45,30,30,90,30,60,30
25171,0,45,40,15,45,30,30,90,30,60,45
25172,0,45,40,15,45,30,30,90,30,60,60
25173,0,45,40,15,45,30,30,90,45,30,30
25174,0,45,40,15,45,30,30,90,45,30,45
25175,0,45,40,15,45,30,30,90,45,30,60
25176,0,45,40,15,45,30,30,90,45,45,30
25177,0,45,40,15,45,30,30,90,45,45,45
25178,0,45,40,15,45,30,30,90,45,45,60
25179,0,45,40,15,45,30,30,90,45,60,30
25180,0,45,40,15,45,30,30,90,45,60,45
25181,0,45,40,15,45,30,30,90,45,60,60
25182,0,45,40,15,45,30,30,90,60,30,30
25183,0,45,40,15,45,30,30,90,60,30,45
25184,0,45,40,15,45,30,30,90,60,30,60
25185,0,45,40,15,45,30,30,90,60,45,30
25186,0,45,40,15,45,30,30,90,60,45,45
25187,0,45,40,15,45,30,30,90,60,45,60
25188,0,45,40,15,45,30,30,90,60,60,30
25189,0,45,40,15,45,30,30,90,60,60,45
25190,0,45,40,15,45,30,30,90,60,60,60
25191,0,45,40,15,45,30,45,30,30,30,30
25192,0,45,40,15,45,30,45,30,30,30,45
25193,0,45,40,15,45,30,45,30,30,30,60
25194,0,45,40,15,45,30,45,30,30,45,30
25195,0,45,40,15,45,30,45,30,30,45,45
25196,0,45,40,15,45,30,45,30,30,45,60
25197,0,45,40,15,45,30,45,30,30,60,30
25198,0,45,40,15,45,30,45,30,30,60,45
25199,0,45,40,15,45,30,45,30,30,60,60
25200,0,45,40,15,45,30,45,30,45,30,30
25201,0,45,40,15,45,30,45,30,45,30,45
25202,0,45,40,15,45,30,45,30,45,30,60
25203,0,45,40,15,45,30,45,30,45,45,30
25204,0,45,40,15,45,30,45,30,45,45,45
25205,0,45,40,15,45,30,45,30,45,45,60
25206,0,45,40,15,45,30,45,30,45,60,30
25207,0,45,40,15,45,30,45,30,45,60,45
25208,0,45,40,15,45,30,45,30,45,60,60
25209,0,45,40,15,45,30,45,30,60,30,30
25210,0,45,40,15,45,30,45,30,60,30,45
25211,0,45,40,15,45,30,45,30,60,30,60
25212,0,45,40,15,45,30,45,30,60,45,30
25213,0,45,40,15,45,30,45,30,60,45,45
25214,0,45,40,15,45,30,45,30,60,45,60
25215,0,45,40,15,45,30,45,30,60,60,30
25216,0,45,40,15,45,30,45,30,60,60,45
25217,0,45,40,15,45,30,45,30,60,60,60
25218,0,45,40,15,45,30,45,60,30,30,30
25219,0,45,40,15,45,30,45,60,30,30,45
25220,0,45,40,15,45,30,45,60,30,30,60
25221,0,45,40,15,45,30,45,60,30,45,30
25222,0,45,40,15,45,30,45,60,30,45,45
25223,0,45,40,15,45,30,45,60,30,45,60
25224,0,45,40,15,45,30,45,60,30,60,30
25225,0,45,40,15,45,30,45,60,30,60,45
25226,0,45,40,15,45,30,45,60,30,60,60
25227,0,45,40,15,45,30,45,60,45,30,30
25228,0,45,40,15,45,30,45,60,45,30,45
25229,0,45,40,15,45,30,45,60,45,30,60
25230,0,45,40,15,45,30,45,60,45,45,30
25231,0,45,40,15,45,30,45,60,45,45,45
25232,0,45,40,15,45,30,45,60,45,45,60
25233,0,45,40,15,45,30,45,60,45,60,30
25234,0,45,40,15,45,30,45,60,45,60,45
25235,0,45,40,15,45,30,45,60,45,60,60
25236,0,45,40,15,45,30,45,60,60,30,30
25237,0,45,40,15,45,30,45,60,60,30,45
25238,0,45,40,15,45,30,45,60,60,30,60
25239,0,45,40,15,45,30,45,60,60,45,30
25240,0,45,40,15,45,30,45,60,60,45,45
25241,0,45,40,15,45,30,45,60,60,45,60
25242,0,45,40,15,45,30,45,60,60,60,30
25243,0,45,40,15,45,30,45,60,60,60,45
25244,0,45,40,15,45,30,45,60,60,60,60
25245,0,45,40,15,45,30,45,90,30,30,30
25246,0,45,40,15,45,30,45,90,30,30,45
25247,0,45,40,15,45,30,45,90,30,30,60
25248,0,45,40,15,45,30,45,90,30,45,30
25249,0,45,40,15,45,30,45,90,30,45,45
25250,0,45,40,15,45,30,45,90,30,45,60
25251,0,45,40,15,45,30,45,90,30,60,30
25252,0,45,40,15,45,30,45,90,30,60,45
25253,0,45,40,15,45,30,45,90,30,60,60
25254,0,45,40,15,45,30,45,90,45,30,30
25255,0,45,40,15,45,30,45,90,45,30,45
25256,0,45,40,15,45,30,45,90,45,30,60
25257,0,45,40,15,45,30,45,90,45,45,30
25258,0,45,40,15,45,30,45,90,45,45,45
25259,0,45,40,15,45,30,45,90,45,45,60
25260,0,45,40,15,45,30,45,90,45,60,30
25261,0,45,40,15,45,30,45,90,45,60,45
25262,0,45,40,15,45,30,45,90,45,60,60
25263,0,45,40,15,45,30,45,90,60,30,30
25264,0,45,40,15,45,30,45,90,60,30,45
25265,0,45,40,15,45,30,45,90,60,30,60
25266,0,45,40,15,45,30,45,90,60,45,30
25267,0,45,40,15,45,30,45,90,60,45,45
25268,0,45,40,15,45,30,45,90,60,45,60
25269,0,45,40,15,45,30,45,90,60,60,30
25270,0,45,40,15,45,30,45,90,60,60,45
25271,0,45,40,15,45,30,45,90,60,60,60
25272,0,45,40,30,15,15,30,30,30,30,30
25273,0,45,40,30,15,15,30,30,30,30,45
25274,0,45,40,30,15,15,30,30,30,30,60
25275,0,45,40,30,15,15,30,30,30,45,30
25276,0,45,40,30,15,15,30,30,30,45,45
25277,0,45,40,30,15,15,30,30,30,45,60
25278,0,45,40,30,15,15,30,30,30,60,30
25279,0,45,40,30,15,15,30,30,30,60,45
25280,0,45,40,30,15,15,30,30,30,60,60
25281,0,45,40,30,15,15,30,30,45,30,30
25282,0,45,40,30,15,15,30,30,45,30,45
25283,0,45,40,30,15,15,30,30,45,30,60
25284,0,45,40,30,15,15,30,30,45,45,30
25285,0,45,40,30,15,15,30,30,45,45,45
25286,0,45,40,30,15,15,30,30,45,45,60
25287,0,45,40,30,15,15,30,30,45,60,30
25288,0,45,40,30,15,15,30,30,45,60,45
25289,0,45,40,30,15,15,30,30,45,60,60
25290,0,45,40,30,15,15,30,30,60,30,30
25291,0,45,40,30,15,15,30,30,60,30,45
25292,0,45,40,30,15,15,30,30,60,30,60
25293,0,45,40,30,15,15,30,30,60,45,30
25294,0,45,40,30,15,15,30,30,60,45,45
25295,0,45,40,30,15,15,30,30,60,45,60
25296,0,45,40,30,15,15,30,30,60,60,30
25297,0,45,40,30,15,15,30,30,60,60,45
25298,0,45,40,30,15,15,30,30,60,60,60
25299,0,45,40,30,15,15,30,60,30,30,30
25300,0,45,40,30,15,15,30,60,30,30,45
25301,0,45,40,30,15,15,30,60,30,30,60
25302,0,45,40,30,15,15,30,60,30,45,30
25303,0,45,40,30,15,15,30,60,30,45,45
25304,0,45,40,30,15,15,30,60,30,45,60
25305,0,45,40,30,15,15,30,60,30,60,30
25306,0,45,40,30,15,15,30,60,30,60,45
25307,0,45,40,30,15,15,30,60,30,60,60
25308,0,45,40,30,15,15,30,60,45,30,30
25309,0,45,40,30,15,15,30,60,45,30,45
25310,0,45,40,30,15,15,30,60,45,30,60
25311,0,45,40,30,15,15,30,60,45,45,30
25312,0,45,40,30,15,15,30,60,45,45,45
25313,0,45,40,30,15,15,30,60,45,45,60
25314,0,45,40,30,15,15,30,60,45,60,30
25315,0,45,40,30,15,15,30,60,45,60,45
25316,0,45,40,30,15,15,30,60,45,60,60
25317,0,45,40,30,15,15,30,60,60,30,30
25318,0,45,40,30,15,15,30,60,60,30,45
25319,0,45,40,30,15,15,30,60,60,30,60
25320,0,45,40,30,15,15,30,60,60,45,30
25321,0,45,40,30,15,15,30,60,60,45,45
25322,0,45,40,30,15,15,30,60,60,45,60
25323,0,45,40,30,15,15,30,60,60,60,30
25324,0,45,40,30,15,15,30,60,60,60,45
25325,0,45,40,30,15,15,30,60,60,60,60
25326,0,45,40,30,15,15,30,90,30,30,30
25327,0,45,40,30,15,15,30,90,30,30,45
25328,0,45,40,30,15,15,30,90,30,30,60
25329,0,45,40,30,15,15,30,90,30,45,30
25330,0,45,40,30,15,15,30,90,30,45,45
25331,0,45,40,30,15,15,30,90,30,45,60
25332,0,45,40,30,15,15,30,90,30,60,30
25333,0,45,40,30,15,15,30,90,30,60,45
25334,0,45,40,30,15,15,30,90,30,60,60
25335,0,45,40,30,15,15,30,90,45,30,30
25336,0,45,40,30,15,15,30,90,45,30,45
25337,0,45,40,30,15,15,30,90,45,30,60
25338,0,45,40,30,15,15,30,90,45,45,30
25339,0,45,40,30,15,15,30,90,45,45,45
25340,0,45,40,30,15,15,30,90,45,45,60
25341,0,45,40,30,15,15,30,90,45,60,30
25342,0,45,40,30,15,15,30,90,45,60,45
25343,0,45,40,30,15,15,30,90,45,60,60
25344,0,45,40,30,15,15,30,90,60,30,30
25345,0,45,40,30,15,15,30,90,60,30,45
25346,0,45,40,30,15,15,30,90,60,30,60
25347,0,45,40,30,15,15,30,90,60,45,30
25348,0,45,40,30,15,15,30,90,60,45,45
25349,0,45,40,30,15,15,30,90,60,45,60
25350,0,45,40,30,15,15,30,90,60,60,30
25351,0,45,40,30,15,15,30,90,60,60,45
25352,0,45,40,30,15,15,30,90,60,60,60
25353,0,45,40,30,15,15,45,30,30,30,30
25354,0,45,40,30,15,15,45,30,30,30,45
25355,0,45,40,30,15,15,45,30,30,30,60
25356,0,45,40,30,15,15,45,30,30,45,30
25357,0,45,40,30,15,15,45,30,30,45,45
25358,0,45,40,30,15,15,45,30,30,45,60
25359,0,45,40,30,15,15,45,30,30,60,30
25360,0,45,40,30,15,15,45,30,30,60,45
25361,0,45,40,30,15,15,45,30,30,60,60
25362,0,45,40,30,15,15,45,30,45,30,30
